order_id;customer_id;order_status;order_purchase_timestamp;order_approved_at;order_delivered_carrier_date;order_delivered_customer_date;order_estimated_delivery_date
35b8e54d765e6b217e2dc5ab34f6b323;1aaa5eaa9dd9bafb385aadc1930ef8e4;invoiced;06/10/2016 12:23;07/10/2016 3:10;;;30/11/2016 0:00
b8b9d7046c083150cb5360b83a8ebb51;ec271753df25bad1135a375ed6d7f113;delivered;06/10/2016 12:51;06/10/2016 16:05;15/10/2016 12:24;18/10/2016 13:24;28/11/2016 0:00
2276cb38c742033aac3f4a4d67b57ab3;39ecef3d8a542ee6b91e7bfd7e9a6b87;delivered;06/10/2016 17:42;06/10/2016 18:11;30/10/2016 11:38;31/10/2016 11:38;30/11/2016 0:00
24523db64c1af3f40f27cb4416fa5ea6;a6070315382f5f1e536be705f64ab209;delivered;07/10/2016 21:19;07/10/2016 21:32;15/10/2016 12:49;20/10/2016 0:47;01/12/2016 0:00
deb08269080b64b8e69bcd06b808889a;2605d144097120a05a112c61bd1c4397;delivered;08/10/2016 15:47;11/10/2016 1:01;14/10/2016 18:00;15/10/2016 1:01;30/11/2016 0:00
376cc9a8f827d17966ea7c4b182f4426;e9a5cb5d9783e1fc38e23730ff24c51d;delivered;07/10/2016 19:16;07/10/2016 19:28;11/10/2016 19:28;14/10/2016 19:28;29/11/2016 0:00
c4b41c36dd589e901f6879f25a74ec1d;4bb880cac21c7a9e1371ab1ebd601706;delivered;04/10/2016 12:53;04/10/2016 13:26;07/11/2016 16:21;09/11/2016 13:37;24/11/2016 0:00
98beb6d036255a151fd6d5000ad66da8;cb97139155fd2220668ff63d8e970c64;delivered;07/10/2016 14:42;11/10/2016 4:56;15/10/2016 4:56;18/10/2016 5:56;01/12/2016 0:00
ad1aeeb1a99c9f021e38a49865bb812c;6deeb4ffef6cf320ef5a642302f04104;delivered;05/10/2016 12:41;07/10/2016 2:49;21/10/2016 16:23;26/10/2016 13:31;09/12/2016 0:00
8b388d845a3e8700444b971fa2bef902;00474d2582fd72663036795b7ab8cfc1;delivered;04/10/2016 22:33;06/10/2016 3:10;28/10/2016 13:28;08/11/2016 14:03;06/12/2016 0:00
8c72f52f7655510c1ec81f3b9019c638;b0cc6834f86d0440c119eb1fcd8413e1;delivered;09/10/2016 22:44;10/10/2016 11:03;14/10/2016 11:03;17/10/2016 12:03;02/12/2016 0:00
2f9d4ee8ca77fe0951ebfe9064cad953;2d2037b93b52f5a7ac9e286e8bd69d15;delivered;09/10/2016 23:38;11/10/2016 12:03;25/10/2016 12:11;29/10/2016 6:53;30/11/2016 0:00
8213bc96304fc0881189c4525f3002f7;77069f163bef4933c6efeea244b3f606;delivered;10/10/2016 7:53;10/10/2016 11:03;14/10/2016 11:03;17/10/2016 12:03;02/12/2016 0:00
3379d980824f0aa5dab057f2530759bb;17e6d37366dc8c8865588b0d1740d606;delivered;10/10/2016 16:39;12/10/2016 3:01;16/10/2016 4:01;19/10/2016 4:01;02/12/2016 0:00
e4ccaabafa125b3b39a9331b0abced9d;b75d72658f51cfc274b14adf1446590a;delivered;08/10/2016 9:50;08/10/2016 10:54;24/10/2016 15:18;25/10/2016 15:18;30/11/2016 0:00
5cb8558cbb7c0c2f00f43468579d3e3c;2ff5a6455514da421bd25d6e4ceb1d12;shipped;04/10/2016 15:02;05/10/2016 3:10;15/10/2016 10:14;;02/12/2016 0:00
8d47519f5c9c42540b37bd3db0492878;5dd777a48c8124ad7284bf0ae14057e9;delivered;04/10/2016 21:32;06/10/2016 15:45;30/10/2016 13:25;07/11/2016 15:11;30/11/2016 0:00
063b573b88fc80e516aba87df524f809;285195a5b585842e25bd1ef9015a8413;shipped;07/10/2016 19:17;07/10/2016 19:29;30/10/2016 10:23;;01/12/2016 0:00
0c22166d9f7e5761e397affa5af438c7;cabe1ec4e4c40db3c14ab19cc09bbd9a;delivered;09/10/2016 22:31;10/10/2016 12:02;14/10/2016 12:02;31/10/2016 15:32;14/12/2016 0:00
b04bd4e0a1a21fef81b1f24f6fb81c08;bbf83aabda305a5ac059e05b342076a0;delivered;10/10/2016 18:05;11/10/2016 5:03;15/10/2016 5:03;21/10/2016 10:31;30/11/2016 0:00
1c4cafd25254eee31c8c9b8c141fb10a;b03bfe9da81252f5e3b39196ba3518c0;delivered;06/10/2016 10:12;06/10/2016 16:01;21/10/2016 16:38;27/10/2016 11:43;06/12/2016 0:00
59fa27082bb77c5dbd8a6568f3b34380;1013b3cb87e89aa951b7f556f8c26d33;delivered;06/10/2016 11:32;06/10/2016 16:05;30/10/2016 14:37;01/11/2016 15:04;28/11/2016 0:00
2631dba338efbcea9c3ace77ce210c01;8e941206a8be5ff6eff0de04fa1629e5;delivered;06/10/2016 8:28;06/10/2016 15:49;30/11/2016 10:53;15/12/2016 13:35;09/01/2017 0:00
18dad78c0f87f4c45ef196daeaa3ffbb;e4780f4524969db38b49dd1c82e03fcc;delivered;05/10/2016 8:01;06/10/2016 15:55;15/10/2016 10:31;17/10/2016 16:47;29/11/2016 0:00
8c78d01de3a9009e23d6877a7cc9be20;6cd7106899e59a1fbd0622d5f1efedf4;delivered;08/10/2016 15:36;08/10/2016 18:13;26/10/2016 11:41;25/10/2016 17:51;30/11/2016 0:00
a8846701b9f3e21e64c9062ed3f4dfd7;814d58f5b1b9829ab9a1d690b13dba62;delivered;07/10/2016 11:33;07/10/2016 12:15;11/10/2016 12:15;14/10/2016 12:15;05/12/2016 0:00
cac247cece621e1bc64748d44331d22d;a39a11e156aa248ef573dbb7c65580d2;delivered;05/10/2016 12:34;06/10/2016 15:49;30/10/2016 15:24;04/11/2016 14:31;07/12/2016 0:00
3f913d30288c117e41ffe5cc74743dc9;7aae6b74d7e0a2a11051bf8a16e16021;shipped;05/10/2016 14:36;06/10/2016 15:53;15/10/2016 12:24;;29/11/2016 0:00
3d7d60b10ba4b43cf6f6d5df2e933f67;02cb3a8ef6e13d37560379559e2f533d;delivered;10/10/2016 18:09;10/10/2016 19:00;30/10/2016 14:57;31/10/2016 14:57;30/11/2016 0:00
a68ce1686d536ca72bd2dadc4b8671e5;d7bed5fac093a4136216072abaf599d5;shipped;05/10/2016 1:47;07/10/2016 3:11;07/11/2016 16:37;;01/12/2016 0:00
ae0913baa54f18027667d8049c36fde2;c6045ecabc5f74048d727035f82c3826;delivered;04/10/2016 18:02;06/10/2016 2:46;21/10/2016 16:33;31/10/2016 13:17;30/11/2016 0:00
711b9be9c346d9ecdb9d38a5e1e7e39b;81e4aed5ab4253757305267b80712689;invoiced;04/10/2016 13:38;04/10/2016 14:08;;;24/11/2016 0:00
59f26737bbeea8142a7e982cfce13e7a;e64d63f1e2d292e774d451d7b55f711d;delivered;10/10/2016 12:39;10/10/2016 13:01;14/10/2016 13:01;17/10/2016 14:01;14/12/2016 0:00
a909c24a30d5a05204ecb7ef3f11e321;378149ca89a5e5020931071114dd8865;delivered;07/10/2016 21:50;07/10/2016 22:15;11/10/2016 22:15;14/10/2016 22:15;05/12/2016 0:00
0ca768c507d1fc3c61bd950bb1c5231a;b3fb50a69d9de3ee23504d2cd66da13f;delivered;10/10/2016 15:20;10/10/2016 16:02;30/10/2016 11:23;07/11/2016 14:51;06/12/2016 0:00
3f72d2b757e725cd48a4726f831c7789;e0de521fbb397bd7e83d079fe66357b5;delivered;04/10/2016 13:15;04/10/2016 13:47;10/10/2016 16:45;17/10/2016 11:25;28/11/2016 0:00
c776863a93dc0740c6e7d78104b21413;1710b798ebdc5db6665c815b90a64999;delivered;10/10/2016 15:01;10/10/2016 15:44;14/11/2016 7:41;14/12/2016 8:03;14/12/2016 0:00
34c718970b33419ed6d537a90366231b;ac68706c6f747bf0f7e7986a7ba40155;delivered;05/10/2016 8:41;06/10/2016 15:44;24/10/2016 16:33;31/10/2016 21:41;29/11/2016 0:00
10d1e90a86d2be981a52b6a927c97dc5;6b3ed42b480bc5831a094f35dc11b668;delivered;06/10/2016 15:19;07/10/2016 10:11;26/10/2016 14:11;07/11/2016 16:26;12/12/2016 0:00
8e7ef380ad5ae407dffbe2f0826cae73;924743e5e7df4683b9f051c4b9961e9e;delivered;07/10/2016 9:33;11/10/2016 5:02;15/10/2016 5:02;18/10/2016 6:02;01/12/2016 0:00
39d0be719247e3b3a38846ba810197ea;0f51eea87ae9e277d0f099d51637772d;delivered;04/10/2016 16:02;06/10/2016 15:58;21/10/2016 16:18;07/11/2016 16:55;12/12/2016 0:00
e2144124f98f3bf46939bc5183104041;bd0342f59a3b8ddc416bd048b2b5d0fb;delivered;06/10/2016 20:06;08/10/2016 11:00;12/10/2016 11:00;15/10/2016 11:00;28/11/2016 0:00
acf83f0e8fb878cb25197344426ed10b;46fc16f07712c5cdcdd55911a3297e16;delivered;05/10/2016 9:46;07/10/2016 2:49;11/10/2016 2:49;14/10/2016 2:49;09/12/2016 0:00
90aea7c4e52538a18cb9bbfd16f09185;85f0e92957e9fb9c5f72ba5378f492a0;delivered;04/10/2016 19:25;06/10/2016 15:51;10/11/2016 13:58;17/11/2016 13:07;28/11/2016 0:00
d868cf92a5a1305fc7277c60062e81ac;5f767a0a4e820c2361c11dab364d3f98;delivered;08/10/2016 17:43;13/10/2016 21:09;24/10/2016 18:23;26/10/2016 12:58;14/12/2016 0:00
11837ac14fcdfb163c0b78d91be89498;96fc2a988f8ec40a078ab92f1623bdd4;delivered;06/10/2016 13:39;06/10/2016 14:22;01/11/2016 14:32;16/11/2016 10:54;02/12/2016 0:00
89f586f0cbddc6428831c41c8c333c66;abb98ee37acc21973e1d4464133ddb49;delivered;09/10/2016 12:46;10/10/2016 1:55;14/10/2016 1:55;17/10/2016 2:55;02/12/2016 0:00
be5bc2f0da14d8071e2d45451ad119d9;7ec40b22510fdbea1b08921dd39e63d8;delivered;03/10/2016 16:56;06/10/2016 16:03;21/10/2016 16:33;27/10/2016 18:19;07/11/2016 0:00
84d8cb80e8228cbea6d970499c3ce3c3;2bea781be88980e68fb5bbac765fccdb;delivered;08/10/2016 9:55;08/10/2016 11:04;26/10/2016 23:51;27/10/2016 23:51;28/11/2016 0:00
1add1aa4c6e709fd74a4eb691a9fc6bc;076a5ddb5b1240c532093a399dcb47f5;delivered;06/10/2016 17:45;07/10/2016 8:29;11/10/2016 8:29;14/10/2016 8:29;06/12/2016 0:00
c8258090bca7cc6a62c1e15d7fd995d4;7155051815aa96d970a1a40583f95e8b;delivered;08/10/2016 21:58;09/10/2016 23:48;01/11/2016 18:15;08/11/2016 14:24;02/12/2016 0:00
b533dea24ada4dc5c1a9041d25d7c812;3a4ccb2c6fb972d301b8f9edfbf81fbd;delivered;08/10/2016 21:12;11/10/2016 4:56;21/10/2016 12:37;28/10/2016 16:31;02/12/2016 0:00
5f834cc4ee109c58dff88c60b8ba5ecf;1124aa987445b3d3f42412a375522a89;delivered;10/10/2016 11:22;10/10/2016 12:03;21/10/2016 16:35;24/10/2016 16:35;06/12/2016 0:00
a8c3f65a43b2e956cbfca10db4300853;c2c97a4df7be5639a8976ed8b8516e81;delivered;04/10/2016 23:39;06/10/2016 15:46;15/10/2016 12:39;20/10/2016 19:14;24/11/2016 0:00
bfbd0f9bdef84302105ad712db648a6c;86dc2ffce2dfff336de2f386a786e574;delivered;15/09/2016 12:16;15/09/2016 12:16;07/11/2016 17:11;09/11/2016 7:47;04/10/2016 0:00
98750f114ae6088d04ea0d3cfe3f137f;01fc05160cf790b9ed54ec795ff07688;delivered;05/10/2016 11:44;06/10/2016 3:07;10/10/2016 3:07;28/10/2016 12:23;29/11/2016 0:00
09dd83f72b2516179cd46b81121fad23;d70f382aefc5e3273ba95831d8588930;delivered;10/10/2016 16:55;12/10/2016 3:02;18/11/2016 12:43;28/11/2016 15:38;12/12/2016 0:00
262118ce178bb3e4590a3adcf6d62e6b;2a69da30b726b7f3db7f1059af5d4304;delivered;06/10/2016 14:59;07/10/2016 12:13;17/11/2016 8:27;17/11/2016 16:23;30/11/2016 0:00
7d0eb8de17d494f4151e4470cd1b0605;80a9f7586c30dab1b6cf315b01f20174;delivered;06/10/2016 17:10;06/10/2016 17:53;14/10/2016 18:29;17/10/2016 19:29;28/11/2016 0:00
719628a909505f12f342015fd53a8d43;5bef68c4d2d04c09aee2195ff540f131;delivered;05/10/2016 14:49;06/10/2016 15:52;15/10/2016 12:39;18/10/2016 19:17;25/11/2016 0:00
b2f92b2f7047cd8b35580d629d7b3bfb;1cbeb91a58bd89ee2df1bc32f3311209;delivered;05/10/2016 8:04;06/10/2016 15:57;11/11/2016 7:31;17/11/2016 16:23;25/11/2016 0:00
79ffdd52a918bbe867895a4b183d6457;f9808148a262b51d20e2d777eee6676c;delivered;04/10/2016 12:06;04/10/2016 12:25;25/10/2016 14:16;26/10/2016 16:41;24/11/2016 0:00
a041155864e5141116458291313b35c2;8fbab2ff4df1a7cc9531b14a686bb3ce;delivered;04/10/2016 15:10;06/10/2016 15:56;10/10/2016 15:56;13/10/2016 15:56;24/11/2016 0:00
0efd0bc268d34da3f01f4ff25a6d4335;95446917717bb58d553d107d0f1668f6;shipped;07/10/2016 15:53;07/10/2016 16:12;11/10/2016 16:12;;13/12/2016 0:00
b44d71edad65f41824d2e177470ef8f6;ad29d9bb283d87e61e190d40bc7bc15b;delivered;10/10/2016 15:23;10/10/2016 16:02;21/10/2016 18:02;24/10/2016 18:02;30/11/2016 0:00
a6475bb7a50387e3c665534e15bd40ac;442d66f0d96f656096dd70f1b0391e40;invoiced;04/10/2016 16:28;05/10/2016 2:46;;;28/11/2016 0:00
5c973d2b4652e1dec15353b59339f3b4;8a863458d761a9b40faba0ea98094eb9;delivered;07/10/2016 10:45;07/10/2016 12:13;11/10/2016 12:13;14/10/2016 12:13;25/11/2016 0:00
dc18a044b56ed174037ca164cdf2e921;4a06381959b6670756de02e07b83815f;unavailable;05/10/2016 14:16;06/10/2016 15:56;;;29/11/2016 0:00
ef1b29b591d31d57c0d7337460dd83c9;dc607dc98d6a11d5d04d9f2a70aa6c34;delivered;03/10/2016 22:51;04/10/2016 10:28;21/10/2016 14:23;01/11/2016 15:14;25/11/2016 0:00
c98b0fbac2717f072d5089e8af088304;1c1e931635c21508c29086be9de9aada;delivered;08/10/2016 18:45;09/10/2016 13:57;13/10/2016 13:57;16/10/2016 14:57;30/11/2016 0:00
45973912e490866800c0aea8f63099c8;912f108a7026f25f99240a5c4c60e2c3;shipped;07/10/2016 22:45;07/10/2016 22:58;26/10/2016 13:18;;01/12/2016 0:00
6ef172eee30cfbfa01516ce2eb2ee68f;506a9747164ba320cf874723aad41c23;delivered;07/10/2016 11:37;08/10/2016 3:51;12/10/2016 3:51;15/10/2016 3:51;29/11/2016 0:00
27c7c6aa7b6f3de99d2a3a64674d296f;f7b55e33b283db33596d6be05d796448;delivered;05/10/2016 22:53;06/10/2016 16:03;15/10/2016 10:12;18/10/2016 20:14;01/12/2016 0:00
c3d9e402b6a0fbe2a5f7fc5b41117c38;5720a15d022c09d2634c71c80c8d4102;delivered;04/10/2016 10:16;04/10/2016 10:45;28/10/2016 15:34;08/11/2016 10:41;08/12/2016 0:00
3d7e8f32f5b59e005ccfc1076b4040b5;7d2c43741147f86f3242da5baacf1da7;delivered;08/10/2016 22:34;11/10/2016 5:02;14/10/2016 18:00;15/10/2016 5:02;12/12/2016 0:00
dd845e1cdb19f08d029a727adc9a5a77;01f7b7a4e25cda9ce48c0f7263f7452d;invoiced;10/10/2016 9:59;10/10/2016 12:01;;;06/12/2016 0:00
d2945e686c883978378a10e49be7fb24;73cb441c896a460a30affe43bff3df82;delivered;06/10/2016 19:38;07/10/2016 10:11;14/10/2016 23:21;18/10/2016 18:34;28/11/2016 0:00
6460e331ee8f69c01f1423cca48d9991;59b219b2e1d1b20580c3551e07db6648;delivered;10/10/2016 11:17;11/10/2016 5:02;20/11/2016 9:57;24/11/2016 15:44;02/12/2016 0:00
1ebeec1bb9ce388ee2e00d401058ca8b;7d9631fe32b276d4c6aa04ba141a03e8;delivered;09/10/2016 22:36;11/10/2016 5:02;14/10/2016 18:00;15/10/2016 5:02;02/12/2016 0:00
df30f88407baa98218b16abe7032899a;705ea3eb85deaed8f68356890e5e3c7d;delivered;08/10/2016 11:50;08/10/2016 13:22;12/10/2016 13:22;15/10/2016 13:22;06/12/2016 0:00
de1404a068c6c8c909897886a314bad7;5116eacd8d620b734c26a0f04e19b60a;delivered;04/10/2016 15:12;06/10/2016 16:05;18/10/2016 16:13;24/10/2016 20:35;16/12/2016 0:00
4b038a7f8dfc36755eca741381e379e3;e53edc46664edce7794d86baca23f75b;delivered;10/10/2016 11:39;10/10/2016 12:03;14/11/2016 12:38;24/11/2016 14:55;08/12/2016 0:00
f205336be829af209878b6339cf02c7e;bea482168e59ee99ecadacecb808d058;delivered;06/10/2016 9:59;06/10/2016 15:56;21/10/2016 11:36;27/10/2016 17:55;30/11/2016 0:00
1a2b0033f0b7a3116f00594ec5524344;e76d70baaf2e6bf919577966bdc5ce8f;delivered;06/10/2016 22:23;06/10/2016 22:58;17/10/2016 23:58;20/10/2016 23:58;20/12/2016 0:00
5bda3e4d7080c484cd646a53165a7892;e4c44f8397c63555e4d0b11f4e7addc5;delivered;07/10/2016 21:30;07/10/2016 21:59;11/11/2016 9:57;16/11/2016 23:47;29/11/2016 0:00
1f66f9bfd244a5383aeb00a84ad12a66;b692755548475c6db9d19858c5da06f1;canceled;10/10/2016 10:49;10/10/2016 12:01;;;08/12/2016 0:00
bd50a7fe9fd97ea4b7663031a319e150;0975c3cf2e418ebfa5d1191a2dffd59d;delivered;23/12/2016 23:16;23/12/2016 23:31;27/12/2016 6:14;28/12/2016 15:54;19/01/2017 0:00
7fd4b0e047195ca197c3660772a8d8c0;fc253202cb10b4a99ac862321a854858;canceled;08/10/2016 7:02;18/10/2016 15:19;;;18/11/2016 0:00
cb29497c3782a76b57327c055d58b0e0;663c23427108785957931a3ac88f6085;delivered;04/10/2016 16:41;06/10/2016 15:55;24/10/2016 7:05;29/10/2016 12:53;28/11/2016 0:00
42c5091238dc63339c79f5f35f8a5a6b;da231380834f900e3fc3a958a1533a33;invoiced;10/10/2016 9:57;10/10/2016 11:04;;;02/12/2016 0:00
d2292ff2201e74c5db154d1b7ae68cbb;53a400fdb22676639e4cbf33197e2a6e;delivered;04/10/2016 16:05;06/10/2016 15:59;21/10/2016 14:23;03/11/2016 10:08;24/11/2016 0:00
4551b488487e6cfa31f9e35073d3c5d4;dfa7df4afe1ba4c38428bd36cd4444c1;canceled;09/10/2016 12:43;11/10/2016 17:16;;;06/12/2016 0:00
966f96af9d189dc428ff04ebbca821b8;90e1931af4fb878dbe45c79e6e458015;canceled;04/10/2016 20:41;06/10/2016 15:57;;;24/11/2016 0:00
